"","column_label","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","source"
"R-HSA-432142","MEturquoise","R-HSA-432142","Platelet sensitization by LDL","6/702","17/9232",0.00113032384044684,0.017470018621474,0.01365711209244,"5516/5515/5519/5175/5781/338",6,"Reactome"
"R-HSA-5654736","MEturquoise","R-HSA-5654736","Signaling by FGFR1","10/702","43/9232",0.00116004144519921,0.017470018621474,0.01365711209244,"2260/5516/200734/7314/6464/5515/10253/673/5290/5781",10,"Reactome"
"R-HSA-5675221","MEturquoise","R-HSA-5675221","Negative regulation of MAPK pathway","10/702","43/9232",0.00116004144519921,0.017470018621474,0.01365711209244,"5516/1847/7314/5515/5519/673/1848/80824/5604/1846",10,"Reactome"
"R-HSA-8866654...97","MEturquoise","R-HSA-8866654","E3 ubiquitin ligases ubiquitinate target proteins","10/702","43/9232",0.00116004144519921,0.017470018621474,0.01365711209244,"54623/9781/8915/7314/7320/7323/7334/51322/9646/7415",10,"Reactome"
"R-HSA-9755511...98","MEturquoise","R-HSA-9755511","KEAP1-NFE2L2 pathway","17/702","99/9232",0.00117380486879071,0.017470018621474,0.01365711209244,"7975/4780/4609/10000/7314/5718/8878/81631/1728/4097/5706/5717/571/5700/8452/7296/7415",17,"Reactome"
"R-HSA-3371571","MEturquoise","R-HSA-3371571","HSF1-dependent transactivation","7/702","23/9232",0.00118806927255774,0.017470018621474,0.01365711209244,"3337/3305/3303/3304/3326/3320/3312",7,"Reactome"
"R-HSA-6783589","MEturquoise","R-HSA-6783589","Interleukin-6 family signaling","7/702","23/9232",0.00118806927255774,0.017470018621474,0.01365711209244,"3572/3977/3569/9021/6774/3716/5781",7,"Reactome"
"R-HSA-9013422...101","MEturquoise","R-HSA-9013422","RHOBTB1 GTPase cycle","7/702","23/9232",0.00118806927255774,0.017470018621474,0.01365711209244,"27316/5930/9475/9352/6434/3183/8452",7,"Reactome"
"R-HSA-9013406","MEturquoise","R-HSA-9013406","RHOQ GTPase cycle","12/702","59/9232",0.0013703863671921,0.0199244939229953,0.0155758876271036,"23580/10395/10435/8874/10602/200894/2697/394/144402/6510/9341/7879",12,"Reactome"
"R-HSA-9031628","MEturquoise","R-HSA-9031628","NGF-stimulated transcription","9/702","37/9232",0.0014472776812636,0.0208086368839456,0.016267062592916,"23237/8061/3727/1958/3398/1785/6722/1386/10221",9,"Reactome"
"R-HSA-2559583","MEturquoise","R-HSA-2559583","Cellular Senescence","20/702","128/9232",0.00152354824823947,0.0216645212441964,0.0169361465188911,"3552/1030/7314/23135/6196/4790/2114/1026/5970/3569/5606/3725/5599/9261/996/1912/1051/6774/3576/2113",20,"Reactome"
"R-HSA-389960...105","MEturquoise","R-HSA-389960","Formation of tubulin folding intermediates by CCT/TriC","7/702","24/9232",0.00156871555781792,0.0220643253458303,0.0172486916597599,"10383/84617/6950/7846/908/22948/7277",7,"Reactome"
"R-HSA-4570464","MEturquoise","R-HSA-4570464","SUMOylation of RNA binding proteins","10/702","45/9232",0.00168099200537938,0.0231781405226533,0.0181194118947937,"7703/51602/5903/3183/7341/9818/1912/4928/3190/7175",10,"Reactome"
"R-HSA-76002...107","MEturquoise","R-HSA-76002","Platelet activation, signaling and aggregation","32/702","245/9232",0.00174868552679647,0.0231781405226533,0.0181194118947937,"9002/351/2157/10411/9564/7414/5155/7424/7450/6464/1398/22915/11343/5175/2243/7534/308/2/2773/87/5770/5879/5290/9749/5781/7277/2244/5908/5265/2266/7057/2534",32,"Reactome"
"R-HSA-140877","MEturquoise","R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","8/702","31/9232",0.00175695018722866,0.0231781405226533,0.0181194118947937,"2157/7450/2243/7056/2/7035/2244/2266",8,"Reactome"
"R-HSA-5260271...109","MEturquoise","R-HSA-5260271","Diseases of Immune System","8/702","31/9232",0.00175695018722866,0.0231781405226533,0.0181194118947937,"4791/4790/148022/5970/2243/4792/2244/2266",8,"Reactome"
"R-HSA-5602358...110","MEturquoise","R-HSA-5602358","Diseases associated with the TLR signaling cascade","8/702","31/9232",0.00175695018722866,0.0231781405226533,0.0181194118947937,"4791/4790/148022/5970/2243/4792/2244/2266",8,"Reactome"
"R-HSA-8848021","MEturquoise","R-HSA-8848021","Signaling by PTK6","11/702","53/9232",0.00180911297742503,0.0231781405226533,0.0181194118947937,"9564/6421/7314/1398/9021/10657/5829/5770/5879/6774/1839",11,"Reactome"
"R-HSA-9006927","MEturquoise","R-HSA-9006927","Signaling by Non-Receptor Tyrosine Kinases","11/702","53/9232",0.00180911297742503,0.0231781405226533,0.0181194118947937,"9564/6421/7314/1398/9021/10657/5829/5770/5879/6774/1839",11,"Reactome"
"R-HSA-9700206","MEturquoise","R-HSA-9700206","Signaling by ALK in cancer","11/702","53/9232",0.00180911297742503,0.0231781405226533,0.0181194118947937,"7414/8496/9451/6464/8878/5903/1051/5290/6774/6238/7175",11,"Reactome"
"R-HSA-9725370","MEturquoise","R-HSA-9725370","Signaling by ALK fusions and activated point mutants","11/702","53/9232",0.00180911297742503,0.0231781405226533,0.0181194118947937,"7414/8496/9451/6464/8878/5903/1051/5290/6774/6238/7175",11,"Reactome"
"R-HSA-948021","MEturquoise","R-HSA-948021","Transport to the Golgi and subsequent modification","25/702","177/9232",0.00185321576293608,0.0232941589661336,0.0182101088151423,"10383/84617/2157/966/26286/6484/23243/7846/378/140735/1453/2804/1783/1604/375/830/288/5861/10802/2683/10484/7277/5265/55291/1314",25,"Reactome"
"R-HSA-9648025","MEturquoise","R-HSA-9648025","EML4 and NUDC in mitotic spindle formation","18/702","112/9232",0.00186297617427446,0.0232941589661336,0.0182101088151423,"5516/10383/84617/81565/5515/5519/5903/7846/140735/25909/1783/9735/4928/5048/5501/22919/7277/140609",18,"Reactome"
"R-HSA-450531...117","MEturquoise","R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","15/702","86/9232",0.00190887265444939,0.0232941589661336,0.0182101088151423,"3303/3304/3312/7314/5718/22894/5706/7538/9261/7534/5717/3842/5700/1981/6418",15,"Reactome"
"R-HSA-202670","MEturquoise","R-HSA-202670","ERKs are inactivated","5/702","13/9232",0.00192617852347473,0.0232941589661336,0.0182101088151423,"5516/5515/5519/1848/1846",5,"Reactome"
"R-HSA-209560","MEturquoise","R-HSA-209560","NF-kB is activated and signals survival","5/702","13/9232",0.00192617852347473,0.0232941589661336,0.0182101088151423,"7314/4790/8878/5970/4792",5,"Reactome"
"R-HSA-912694","MEturquoise","R-HSA-912694","Regulation of IFNA/IFNB signaling","5/702","13/9232",0.00192617852347473,0.0232941589661336,0.0182101088151423,"9021/5770/3716/5781/3454",5,"Reactome"
"R-HSA-68882...121","MEturquoise","R-HSA-68882","Mitotic Anaphase","30/702","228/9232",0.00214318370446746,0.0254501292225739,0.0198955293117169,"5516/10383/84617/5520/81565/7314/5718/5515/5519/5903/7846/140735/25909/1783/5706/51652/9798/5717/9735/7341/996/9818/4928/5048/3842/5501/5700/22919/7277/23244",30,"Reactome"
"R-HSA-9614085","MEturquoise","R-HSA-9614085","FOXO-mediated transcription","12/702","62/9232",0.00214378986496179,0.0254501292225739,0.0198955293117169,"10000/65018/23411/1026/604/7532/2309/7534/2308/9314/10370/694",12,"Reactome"
"R-HSA-381042","MEturquoise","R-HSA-381042","PERK regulates gene expression","8/702","32/9232",0.00218926874004385,0.0257537613601522,0.0201328924323649,"9451/467/1054/22894/1051/6347/3576/1965",8,"Reactome"
"R-HSA-2555396...124","MEturquoise","R-HSA-2555396","Mitotic Metaphase and Anaphase","30/702","229/9232",0.00229332877949264,0.0267348418077791,0.0208998478624223,"5516/10383/84617/5520/81565/7314/5718/5515/5519/5903/7846/140735/25909/1783/5706/51652/9798/5717/9735/7341/996/9818/4928/5048/3842/5501/5700/22919/7277/23244",30,"Reactome"
"R-HSA-9609690","MEturquoise","R-HSA-9609690","HCMV Early Events","13/702","71/9232",0.00240065498347883,0.0277361388269786,0.0216826075105559,"10383/84617/10155/4790/5903/7846/140735/1783/5371/9818/4928/7277/7175",13,"Reactome"
"R-HSA-2173788","MEturquoise","R-HSA-2173788","Downregulation of TGF-beta receptor signaling","7/702","26/9232",0.00260872833898306,0.0298734023950804,0.0233534041337934,"23645/7314/5500/23327/7048/5501/64750",7,"Reactome"
"R-HSA-187687","MEturquoise","R-HSA-187687","Signalling to ERKs","8/702","33/9232",0.00270089331190416,0.0306575082947717,0.0239663755562317,"6464/1398/5899/673/9261/6016/5898/5604",8,"Reactome"
"R-HSA-6807878...128","MEturquoise","R-HSA-6807878","COPI-mediated anterograde transport","16/702","98/9232",0.0027697144136273,0.0311653082715976,0.0243633460091152,"10383/84617/966/26286/7846/378/140735/2804/1783/1604/375/830/288/5861/7277/1314",16,"Reactome"
"R-HSA-877312","MEturquoise","R-HSA-877312","Regulation of IFNG signaling","5/702","14/9232",0.00281056355138707,0.0313523209956454,0.0245095424036568,"9021/7341/5770/3716/5781",5,"Reactome"
"R-HSA-2995410","MEturquoise","R-HSA-2995410","Nuclear Envelope (NE) Reassembly","13/702","73/9232",0.00309776905085477,0.0341655891617314,0.0267088027205921,"10383/84617/5520/5515/7846/25909/51652/9798/7341/9818/4928/3842/7277",13,"Reactome"
"R-HSA-1257604...131","MEturquoise","R-HSA-1257604","PIP3 activates AKT signaling","32/702","254/9232",0.00311556377208988,0.0341655891617314,0.0267088027205921,"2260/5516/3643/6615/5155/1958/2122/1822/10000/7314/5718/1026/9173/5515/8975/5519/3725/2309/5706/5371/3556/2308/5717/1386/1912/5879/5290/5700/5781/8870/1839/2534",32,"Reactome"
"R-HSA-1227986","MEturquoise","R-HSA-1227986","Signaling by ERBB2","10/702","49/9232",0.00328665552304114,0.0347304610995066,0.0271503889340486,"7525/3320/10000/7314/6464/11140/5782/5290/1839/2534",10,"Reactome"
"R-HSA-177929","MEturquoise","R-HSA-177929","Signaling by EGFR","10/702","49/9232",0.00328665552304114,0.0347304610995066,0.0271503889340486,"7314/6464/8874/10253/5782/5829/5290/5781/1839/102",10,"Reactome"
"R-HSA-389957...134","MEturquoise","R-HSA-389957","Prefoldin mediated transfer of substrate  to CCT/TriC","7/702","27/9232",0.0032947384346019,0.0347304610995066,0.0271503889340486,"10383/84617/6950/7846/908/22948/7277",7,"Reactome"
"R-HSA-5654726","MEturquoise","R-HSA-5654726","Negative regulation of FGFR1 signaling","7/702","27/9232",0.0032947384346019,0.0347304610995066,0.0271503889340486,"2260/5516/7314/5515/10253/673/5781",7,"Reactome"
"R-HSA-5673000","MEturquoise","R-HSA-5673000","RAF activation","8/702","34/9232",0.0033012725774647,0.0347304610995066,0.0271503889340486,"5516/5500/5515/5519/673/8036/5501/5604",8,"Reactome"
"R-HSA-8852276...137","MEturquoise","R-HSA-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint","13/702","74/9232",0.00350358036735577,0.0365615564141804,0.028581839838955,"10383/3326/3320/84617/7314/5718/1026/7846/5706/5717/5700/22919/7277",13,"Reactome"
"R-HSA-5687128...138","MEturquoise","R-HSA-5687128","MAPK6/MAPK4 signaling","14/702","83/9232",0.00366928893971529,0.0379844791039327,0.0296942035458223,"3337/4609/10435/7314/5718/10602/5597/3725/2309/5706/2308/5717/5879/5700",14,"Reactome"
"R-HSA-983169...139","MEturquoise","R-HSA-983169","Class I MHC mediated antigen processing & presentation","42/702","362/9232",0.00371926257298449,0.0381962362654122,0.0298597437981462,"80176/9903/29116/51132/7314/91694/5718/5930/84541/23327/3693/26224/7320/9021/27246/2243/5706/7323/7334/26118/23352/5717/51088/10802/996/127544/9341/80204/5700/10484/64750/25831/10134/6047/2244/8452/197131/7337/2266/868/55236/7317",42,"Reactome"
"R-HSA-72187","MEturquoise","R-HSA-72187","mRNA 3'-end processing","11/702","58/9232",0.0038199207354252,0.0389210821388992,0.0304263889493876,"9775/6428/9939/7307/10921/6429/51585/84248/10569/9877/10914",11,"Reactome"
"R-HSA-354194","MEturquoise","R-HSA-354194","GRB2:SOS provides linkage to MAPK signaling for Integrins ","5/702","15/9232",0.00395508326845992,0.0396734709254817,0.031014565654753,"7450/2243/2244/5908/2266",5,"Reactome"
"R-HSA-9648895","MEturquoise","R-HSA-9648895","Response of EIF2AK1 (HRI) to heme deficiency","5/702","15/9232",0.00395508326845992,0.0396734709254817,0.031014565654753,"23645/467/1054/1051/1965",5,"Reactome"
"R-HSA-5654743","MEturquoise","R-HSA-5654743","Signaling by FGFR4","8/702","35/9232",0.0040002621296504,0.039817993813597,0.0311275458023808,"5516/7314/6464/5515/10253/673/5290/5781",8,"Reactome"
"R-HSA-114608...144","MEturquoise","R-HSA-114608","Platelet degranulation ","18/702","120/9232",0.00403304674273976,0.0398378815656889,0.0311430929672391,"351/2157/7414/5155/7424/7450/22915/5175/2243/308/2/87/9749/7277/2244/5265/2266/7057",18,"Reactome"
"R-HSA-9674555...145","MEturquoise","R-HSA-9674555","Signaling by CSF3 (G-CSF)","7/702","28/9232",0.00411015727876185,0.0402919963539229,0.0314980952543073,"7314/6464/9021/7323/6774/3716/5781",7,"Reactome"
"R-HSA-73856","MEturquoise","R-HSA-73856","RNA Polymerase II Transcription Termination","12/702","67/9232",0.00419906372753971,0.0408540485972661,0.0319374771837409,"9775/6428/9939/7307/10921/6628/6429/51585/84248/10569/9877/10914",12,"Reactome"
"R-HSA-2500257","MEturquoise","R-HSA-2500257","Resolution of Sister Chromatid Cohesion","18/702","121/9232",0.00441204255221488,0.042605843750493,0.033306935527718,"5516/10383/84617/81565/5515/5519/5903/7846/140735/25909/1783/9735/4928/5048/5501/22919/7277/23244",18,"Reactome"
"R-HSA-73887","MEturquoise","R-HSA-73887","Death Receptor Signalling","20/702","140/9232",0.00445479943268127,0.0427000775251078,0.0333806023766604,"8793/23263/8795/329/7314/8874/4790/8878/5970/57142/5599/121512/5879/8887/7204/4792/7132/8837/7185/90268",20,"Reactome"
"R-HSA-2454202...149","MEturquoise","R-HSA-2454202","Fc epsilon receptor (FCERI) signaling","19/702","131/9232",0.00464706285743238,0.0442154363052758,0.0345652276005613,"8915/7314/6464/5718/4790/5970/3725/5599/5706/10892/7334/5717/5530/5879/5290/5700/4792/2205/2534",19,"Reactome"
"R-HSA-2465910","MEturquoise","R-HSA-2465910","MASTL Facilitates Mitotic Progression","4/702","10/9232",0.00480183288732208,0.0444363703069812,0.0347379418083535,"5516/5515/5519/10776",4,"Reactome"
"R-HSA-5689877","MEturquoise","R-HSA-5689877","Josephin domain DUBs","4/702","10/9232",0.00480183288732208,0.0444363703069812,0.0347379418083535,"7314/9929/5887/7415",4,"Reactome"
"R-HSA-5654741","MEturquoise","R-HSA-5654741","Signaling by FGFR3","8/702","36/9232",0.00480806741428601,0.0444363703069812,0.0347379418083535,"5516/7314/6464/5515/10253/673/5290/5781",8,"Reactome"
"R-HSA-6802948","MEturquoise","R-HSA-6802948","Signaling by high-kinase activity BRAF mutants","8/702","36/9232",0.00480806741428601,0.0444363703069812,0.0347379418083535,"7414/7450/2243/673/2244/5604/5908/2266",8,"Reactome"
"R-HSA-198753","MEturquoise","R-HSA-198753","ERK/MAPK targets","6/702","22/9232",0.00491066534304352,0.0444363703069812,0.0347379418083535,"5516/6196/5515/5519/1848/1846",6,"Reactome"
"R-HSA-429947...155","MEturquoise","R-HSA-429947","Deadenylation of mRNA","6/702","22/9232",0.00491066534304352,0.0444363703069812,0.0347379418083535,"9775/1974/4848/1977/9924/1981",6,"Reactome"
"R-HSA-8940973","MEturquoise","R-HSA-8940973","RUNX2 regulates osteoblast differentiation","6/702","22/9232",0.00491066534304352,0.0444363703069812,0.0347379418083535,"23462/3280/7525/10413/25/10013",6,"Reactome"
"R-HSA-5213460","MEturquoise","R-HSA-5213460","RIPK1-mediated regulated necrosis","7/702","29/9232",0.00506959769231129,0.04524178906104,0.0353675744632388,"3320/8795/329/7314/11140/57162/8837",7,"Reactome"
"R-HSA-5675482","MEturquoise","R-HSA-5675482","Regulation of necroptotic cell death","7/702","29/9232",0.00506959769231129,0.04524178906104,0.0353675744632388,"3320/8795/329/7314/11140/57162/8837",7,"Reactome"
"R-HSA-445989","MEturquoise","R-HSA-445989","TAK1-dependent IKK and NF-kappa-B activation  ","9/702","44/9232",0.00511385644368045,0.0453241797131679,0.0354319830019965,"351/7314/3656/4791/4790/92610/5970/7334/4792",9,"Reactome"
"R-HSA-193639","MEturquoise","R-HSA-193639","p75NTR signals via NF-kB","5/702","16/9232",0.00539776941009456,0.0468772725950494,0.0366461066979927,"7314/4790/8878/5970/4792",5,"Reactome"
"R-HSA-844456","MEturquoise","R-HSA-844456","The NLRP3 inflammasome","5/702","16/9232",0.00539776941009456,0.0468772725950494,0.0366461066979927,"351/3326/4791/4790/5970",5,"Reactome"
"R-HSA-9614657","MEturquoise","R-HSA-9614657","FOXO-mediated transcription of cell death genes","5/702","16/9232",0.00539776941009456,0.0468772725950494,0.0366461066979927,"65018/604/2309/2308/10370",5,"Reactome"
"R-HSA-190236","MEturquoise","R-HSA-190236","Signaling by FGFR","13/702","78/9232",0.00557930604762502,0.0478120663948793,0.0373768777397535,"2260/5516/200734/7314/6464/5515/10253/673/5725/5290/3178/5781/4670",13,"Reactome"
"R-HSA-9759194...164","MEturquoise","R-HSA-9759194","Nuclear events mediated by NFE2L2","13/702","78/9232",0.00557930604762502,0.0478120663948793,0.0373768777397535,"7975/4780/4609/7314/5718/8878/1728/4097/5706/5717/571/5700/7296",13,"Reactome"
"hsa05417","MEturquoise","hsa05417","Lipid and atherosclerosis","45/521","193/6653",1.12848874792009e-11,3.40803601871868e-09,2.28073515369114e-09,"3305/3303/3304/3326/3329/3320/4780/8795/3383/3312/6401/3949/9451/10000/4312/4790/9475/2920/148022/5970/3569/54205/5606/3725/5599/581/3553/5530/9619/3929/5879/6347/5290/6774/10010/4792/3576/5908/1965/3308/7132/3665/7494/338/414062",45,"KEGG"
"hsa05160...166","MEturquoise","hsa05160","Hepatitis C","32/521","138/6653",1.38254099904027e-08,1.43964951629812e-06,9.63446173333008e-07,"5516/4609/7122/5520/3949/9451/10000/4790/1026/148022/5970/5515/54205/7532/5519/9021/581/949/673/7534/3434/5290/6774/7533/3716/4792/5604/1965/7132/8837/3665/3454",32,"KEGG"
"hsa04010","MEturquoise","hsa04010","MAPK signaling pathway","49/521","271/6653",1.56774202075367e-08,1.43964951629812e-06,9.63446173333008e-07,"3552/1969/3305/2260/3303/2321/3304/3643/3791/4609/3312/285/1942/9064/5155/3727/2122/1847/10000/7424/1398/6196/4791/4790/5970/5971/4616/5606/9693/3554/3725/5599/2872/3553/673/7048/9261/6722/3556/1386/5530/5879/1848/80824/5604/1846/3925/5908/7132",49,"KEGG"
"hsa05134...168","MEturquoise","hsa05134","Legionellosis","19/521","56/6653",1.90682055138824e-08,1.43964951629812e-06,9.63446173333008e-07,"3305/3303/3304/3329/3312/1195/4791/4790/2920/5970/3569/54205/375/3553/5861/718/4792/3576/7415",19,"KEGG"
"hsa04668","MEturquoise","hsa04668","TNF signaling pathway","27/521","112/6653",8.11903388757872e-08,4.90389646809755e-06,3.28179896087392e-06,"3383/6401/329/10000/7424/4790/9586/2920/3659/5970/3569/5606/9021/3725/5599/3553/602/1386/1051/6347/5290/4792/5604/64764/7132/8837/7185",27,"KEGG"
"hsa03040","MEturquoise","hsa03040","Spliceosome","29/521","138/6653",6.33042962910142e-07,3.12449699814853e-05,2.09098439750616e-05,"3305/3303/3304/9775/3312/27316/10286/6428/3192/9939/29896/7307/6434/2521/6628/3183/6429/1665/55696/84991/3190/3178/55660/4670/10569/10772/6625/10915/5093",29,"KEGG"
"hsa05203","MEturquoise","hsa05203","Viral carcinogenesis","32/521","162/6653",7.2422115851125e-07,3.12449699814853e-05,2.09098439750616e-05,"1030/3572/4791/4790/9586/1026/5970/7532/3725/581/1654/9261/7534/5829/23352/6722/1386/87/5879/5290/3190/6774/5700/7533/3716/718/4792/64764/10013/7337/3665/7185",32,"KEGG"
"hsa05167","MEturquoise","hsa05167","Kaposi sarcoma-associated herpesvirus infection","33/521","174/6653",1.27521643702089e-06,4.81394204975387e-05,3.22159941984225e-05,"3383/4609/285/5155/10000/7314/3572/4790/2920/1026/148022/5970/81631/3569/54205/3725/5599/1827/581/7538/9261/5530/5879/5290/6774/3716/718/4792/5604/3576/7132/3665/3454",33,"KEGG"
