"","column_label","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","source"
"GO:0120013","MEcyan","GO:0120013","lipid transfer activity","7/206","48/18368",1.00492921254659e-06,1.11100507387096e-05,7.69858051716981e-06,"335/337/338/4547/64240/64241/7274",7,"GO"
"GO:0004745","MEcyan","GO:0004745","NAD-retinol dehydrogenase activity","5/206","19/18368",1.72939960856567e-06,1.86027309245712e-05,1.28905461577299e-05,"124/126/127/8608/8630",5,"GO"
"GO:0015248...122","MEcyan","GO:0015248","sterol transporter activity","6/206","36/18368",2.72196719572913e-06,2.85090248394788e-05,1.97549973762059e-05,"335/337/338/4547/64240/64241",6,"GO"
"GO:0001848","MEcyan","GO:0001848","complement binding","5/206","21/18368",2.97166360622807e-06,3.0326208084071e-05,2.10141933827734e-05,"10747/1401/325/731/733",5,"GO"
"GO:0030283","MEcyan","GO:0030283","testosterone dehydrogenase [NAD(P)] activity","4/206","11/18368",4.76772937634299e-06,4.74389072946127e-05,3.28722393842596e-05,"1109/3294/6716/8630",4,"GO"
"GO:0019842...125","MEcyan","GO:0019842","vitamin binding","10/206","148/18368",6.72395607866421e-06,6.52715736416672e-05,4.52291782441598e-05,"127/173/189/213/27232/5950/64850/7274/733/875",10,"GO"
"GO:0043178","MEcyan","GO:0043178","alcohol binding","8/206","89/18368",7.08797053231736e-06,6.71669588538645e-05,4.65425633951666e-05,"116519/127/319/335/337/345/5950/733",8,"GO"
"GO:0030246...127","MEcyan","GO:0030246","carbohydrate binding","13/206","271/18368",1.2310655560944e-05,0.000113945137517575,7.89569585548918e-05,"10216/10332/10584/2220/325/339390/4153/432/433/51266/6476/653808/7448",13,"GO"
"GO:0005496","MEcyan","GO:0005496","steroid binding","8/206","100/18368",1.68108173995768e-05,0.000152061484659809,0.000105369238246151,"116519/1576/319/335/337/345/6462/6718",8,"GO"
"GO:0033764","MEcyan","GO:0033764","steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","5/206","30/18368",1.91704596152036e-05,0.000169552065041134,0.000117489132612476,"1109/3294/6716/8608/8630",5,"GO"
"GO:0071813","MEcyan","GO:0071813","lipoprotein particle binding","5/206","31/18368",2.26497557047018e-05,0.000191800058946198,0.000132905621380333,"1401/255738/325/335/55576",5,"GO"
"GO:0071814","MEcyan","GO:0071814","protein-lipid complex binding","5/206","31/18368",2.26497557047018e-05,0.000191800058946198,0.000132905621380333,"1401/255738/325/335/55576",5,"GO"
"GO:0038024...132","MEcyan","GO:0038024","cargo receptor activity","7/206","77/18368",2.49401261731292e-05,0.000204371235584962,0.000141616672105951,"10216/1238/432/433/55576/7036/7448",7,"GO"
"GO:0015347","MEcyan","GO:0015347","sodium-independent organic anion transmembrane transporter activity","4/206","16/18368",2.5161282773023e-05,0.000204371235584962,0.000141616672105951,"10599/114571/28234/338821",4,"GO"
"GO:0030169","MEcyan","GO:0030169","low-density lipoprotein particle binding","4/206","17/18368",3.26148163617559e-05,0.000259613938239577,0.000179896460774317,"1401/255738/325/55576",4,"GO"
"GO:0015291...135","MEcyan","GO:0015291","secondary active transmembrane transporter activity","11/206","240/18368",8.73373493002284e-05,0.000681573823950802,0.000472288658754589,"10599/10991/114571/28234/284111/338821/55089/6506/6554/6580/83733",11,"GO"
"GO:0005537","MEcyan","GO:0005537","mannose binding","4/206","22/18368",9.59300442381627e-05,0.000734233800130553,0.000508778777133575,"10332/10584/339390/4153",4,"GO"
"GO:0004175...137","MEcyan","GO:0004175","endopeptidase activity","15/206","430/18368",0.000107678222235553,0.000808602499051887,0.000560311702596124,"10747/1179/1373/164656/2155/2158/2160/2161/255738/3083/3250/4018/5624/5646/8858",15,"GO"
"GO:0050750","MEcyan","GO:0050750","low-density lipoprotein particle receptor binding","4/206","23/18368",0.000115110050624237,0.000848403706452708,0.000587891486618909,"116519/1401/255738/338",4,"GO"
"GO:0018455","MEcyan","GO:0018455","alcohol dehydrogenase [NAD(P)+] activity","3/206","10/18368",0.000157416153280136,0.00113912052737262,0.000789340328409486,"124/126/127",3,"GO"
"GO:0030247","MEcyan","GO:0030247","polysaccharide binding","4/206","25/18368",0.000161580094635742,0.00114837281544688,0.000795751593882789,"10216/2220/339390/7448",4,"GO"
"GO:0022804...141","MEcyan","GO:0022804","active transmembrane transporter activity","14/206","406/18368",0.000206018218375728,0.00143851317392175,0.00099680098272282,"10599/10991/114571/28234/284111/338821/55089/64240/64241/6506/6554/6580/83733/8647",14,"GO"
"GO:0015485","MEcyan","GO:0015485","cholesterol binding","5/206","50/18368",0.000237635702342853,0.00163067257814578,0.00112995560823643,"116519/319/335/337/345",5,"GO"
"GO:0016835","MEcyan","GO:0016835","carbon-oxygen lyase activity","6/206","79/18368",0.000260369922323524,0.00175639371330106,0.00121707260747124,"131669/1543/1544/64850/763/875",6,"GO"
"GO:0004032","MEcyan","GO:0004032","alditol:NADP+ 1-oxidoreductase activity","3/206","12/18368",0.000283849481214669,0.00188286822539063,0.00130471165049549,"1109/127/6718",3,"GO"
"GO:0072582","MEcyan","GO:0072582","17-beta-hydroxysteroid dehydrogenase (NADP+) activity","3/206","13/18368",0.000365959470579901,0.00238773556214427,0.00165455360296694,"1109/3294/8630",3,"GO"
"GO:0044594...146","MEcyan","GO:0044594","17-beta-hydroxysteroid dehydrogenase (NAD+) activity","3/206","14/18368",0.000461925330020975,0.00296526260239271,0.00205474425238532,"1109/3294/8630",3,"GO"
"GO:0032934","MEcyan","GO:0032934","sterol binding","5/206","60/18368",0.000559501937264918,0.00353463128621329,0.00244928166354901,"116519/319/335/337/345",5,"GO"
"GO:0001846","MEcyan","GO:0001846","opsonin binding","3/206","15/18368",0.000572647190859706,0.0035611497181588,0.00246765730271781,"10747/1401/325",3,"GO"
"GO:0019841","MEcyan","GO:0019841","retinol binding","3/206","16/18368",0.000698990092725863,0.00427997010622913,0.00296575553512836,"127/5950/733",3,"GO"
"GO:0016836...150","MEcyan","GO:0016836","hydro-lyase activity","5/206","64/18368",0.00075334133307969,0.00454287652372298,0.00314793348113044,"131669/1543/1544/763/875",5,"GO"
"GO:0005543...151","MEcyan","GO:0005543","phospholipid binding","14/206","466/18368",0.000812714628151573,0.00482776749260188,0.00334534536646837,"11199/116519/1373/2168/335/337/338/345/350/5009/5288/5322/5444/7274",14,"GO"
"GO:0034185","MEcyan","GO:0034185","apolipoprotein binding","3/206","17/18368",0.000841784794803888,0.00492691688723452,0.00341404978697552,"255738/4018/4547",3,"GO"
"GO:0005504","MEcyan","GO:0005504","fatty acid binding","4/206","39/18368",0.000929384713919614,0.00536079878463777,0.0037147032043774,"173/213/2168/2169",4,"GO"
"GO:0004303...154","MEcyan","GO:0004303","estradiol 17-beta-dehydrogenase activity","3/206","18/18368",0.00100182857191432,0.00569611102316999,0.00394705392242935,"1109/3294/8630",3,"GO"
"GO:0008514...155","MEcyan","GO:0008514","organic anion transmembrane transporter activity","8/206","185/18368",0.00117416684027601,0.00658194932999794,0.00456088528024189,"10599/10991/114571/28234/284111/338821/6506/83733",8,"GO"
"GO:0015293...156","MEcyan","GO:0015293","symporter activity","7/206","144/18368",0.00121279828889554,0.00670407943028368,0.00464551391360572,"10991/284111/55089/6506/6554/6580/83733",7,"GO"
"GO:0052689...157","MEcyan","GO:0052689","carboxylic ester hydrolase activity","7/206","147/18368",0.00136648575407512,0.00735909003948725,0.00509939590146961,"13/134526/147111/5322/5444/5446/570",7,"GO"
"GO:0033293...158","MEcyan","GO:0033293","monocarboxylic acid binding","5/206","73/18368",0.00136827302241723,0.00735909003948725,0.00509939590146961,"1109/173/213/2168/2169",5,"GO"
"GO:0008106","MEcyan","GO:0008106","alcohol dehydrogenase (NADP+) activity","3/206","22/18368",0.00182931131103084,0.00970754535720366,0.00672673071565025,"1109/127/6718",3,"GO"
"GO:0005044...160","MEcyan","GO:0005044","scavenger receptor activity","4/206","47/18368",0.00187956885308184,0.00984300530956016,0.00682059611506152,"10216/1238/55576/7448",4,"GO"
"GO:0016597","MEcyan","GO:0016597","amino acid binding","4/206","52/18368",0.00273137096852785,0.0141179953957673,0.00978290080320297,"1373/189/27232/5009",4,"GO"
"GO:0008509...162","MEcyan","GO:0008509","anion transmembrane transporter activity","10/206","314/18368",0.00295724459093284,0.0150895300921958,0.0104561144780621,"10599/10991/114571/1179/28234/284111/338821/6506/6580/83733",10,"GO"
"GO:0022853...163","MEcyan","GO:0022853","active ion transmembrane transporter activity","9/206","267/18368",0.0032625248166487,0.0164365174307112,0.0113894936970281,"10599/114571/28234/284111/338821/6506/6554/6580/83733",9,"GO"
"GO:0030170","MEcyan","GO:0030170","pyridoxal phosphate binding","4/206","55/18368",0.00335239922928632,0.0166781861656995,0.0115569552378029,"189/213/64850/875",4,"GO"
"GO:0004869...165","MEcyan","GO:0004869","cysteine-type endopeptidase inhibitor activity","4/206","56/18368",0.00357906474268234,0.0173715581413118,0.0120374192886107,"197/26998/3273/3827",4,"GO"
"GO:0070279","MEcyan","GO:0070279","vitamin B6 binding","4/206","56/18368",0.00357906474268234,0.0173715581413118,0.0120374192886107,"189/213/64850/875",4,"GO"
"GO:0031406...167","MEcyan","GO:0031406","carboxylic acid binding","7/206","176/18368",0.00376567632684783,0.0180570985311498,0.0125124565330898,"1109/1373/173/213/2168/2169/27232",7,"GO"
"GO:0004033...168","MEcyan","GO:0004033","aldo-keto reductase (NADP) activity","3/206","29/18368",0.00409752580927944,0.0194144675249192,0.0134530295993886,"1109/127/6718",3,"GO"
"GO:0005343...169","MEcyan","GO:0005343","organic acid:sodium symporter activity","3/206","30/18368",0.00451558106172331,0.0211435442654809,0.0146511732281301,"284111/6506/6554",3,"GO"
"GO:0031210","MEcyan","GO:0031210","phosphatidylcholine binding","3/206","31/18368",0.00495853901026905,0.0229476572800823,0.0159013123707526,"116519/335/337",3,"GO"
"GO:0008401","MEcyan","GO:0008401","retinoic acid 4-hydroxylase activity","2/206","10/18368",0.00530873925259233,0.0242859565808247,0.0168286713149327,"1562/1576",2,"GO"
"GO:0015294...172","MEcyan","GO:0015294","solute:cation symporter activity","5/206","104/18368",0.00634168165867842,0.0286816965926592,0.0198746482604515,"284111/6506/6554/6580/83733",5,"GO"
"GO:0032052","MEcyan","GO:0032052","bile acid binding","2/206","11/18368",0.00644075701711416,0.0288024864360835,0.0199583481784022,"1109/2168",2,"GO"
"GO:0016829...174","MEcyan","GO:0016829","lyase activity","7/206","196/18368",0.00672442611496026,0.0297369065972687,0.0206058437674805,"131669/1543/1544/3034/64850/763/875",7,"GO"
"GO:0015651","MEcyan","GO:0015651","quaternary ammonium group transmembrane transporter activity","2/206","12/18368",0.00767213852429406,0.0331903383985765,0.0229988591918197,"283600/6580",2,"GO"
"GO:0046790","MEcyan","GO:0046790","virion binding","2/206","12/18368",0.00767213852429406,0.0331903383985765,0.0229988591918197,"10332/325",2,"GO"
"GO:0048029...177","MEcyan","GO:0048029","monosaccharide binding","4/206","71/18368",0.00831518246257648,0.0355854045172628,0.0246584924187327,"10332/10584/339390/4153",4,"GO"
"GO:0005501...178","MEcyan","GO:0005501","retinoid binding","3/206","38/18368",0.00878761947262274,0.036815500527409,0.0255108731504394,"127/5950/733",3,"GO"
"GO:0019840...179","MEcyan","GO:0019840","isoprenoid binding","3/206","38/18368",0.00878761947262274,0.036815500527409,0.0255108731504394,"127/5950/733",3,"GO"
"GO:0015370...180","MEcyan","GO:0015370","solute:sodium symporter activity","4/206","73/18368",0.00915534673920992,0.0379565416896411,0.0263015443604495,"284111/6506/6554/6580",4,"GO"
"GO:0050997","MEcyan","GO:0050997","quaternary ammonium group binding","3/206","39/18368",0.00944247236918135,0.0387433402364348,0.0268467472677755,"116519/335/337",3,"GO"
"GO:0005313","MEcyan","GO:0005313","L-glutamate transmembrane transporter activity","2/206","14/18368",0.010423636280188,0.0423327269338249,0.0293339710570276,"6506/83733",2,"GO"
"GO:0140272...183","MEcyan","GO:0140272","exogenous protein binding","4/206","77/18368",0.0109973814599783,0.0442116951623369,0.0306359802500193,"10332/213/339390/6554",4,"GO"
"R-HSA-198933","MEmagenta","R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","76/1137","118/9834",9.46593024597859e-43,1.15484349000939e-39,9.87445986712082e-40,"100528032/10219/10225/10666/10859/10870/10871/10990/11006/11024/11027/11126/11314/114132/114836/124599/126014/131450/146722/2209/2213/2214/23547/259197/27036/27180/27181/29121/29992/3105/3107/3134/3383/3385/3386/340205/342510/353514/3676/3683/3689/3695/3805/3812/3820/3821/3824/3903/4068/4277/54209/56253/567/57823/6402/6614/7305/79865/8519/8778/89790/910/911/912/915/916/917/919/925/926/9437/945/946/958/959/9976",76,"Reactome"
"R-HSA-6798695...185","MEmagenta","R-HSA-6798695","Neutrophil degranulation","134/1137","440/9834",5.66687936195895e-28,3.45679641079496e-25,2.95572497247438e-25,"100049587/10092/10097/101/10312/10326/10487/10493/10533/10577/1075/1084/10855/10875/11010/1118/11240/11314/114790/126014/1378/150372/1508/1512/1520/1522/1536/160364/170482/1794/1992/199675/201294/2204/2207/2215/2219/2268/23191/23218/23406/2357/2358/23601/240/2512/2517/25801/26578/27180/272/2760/2896/28988/29108/2992/3071/3101/3105/3107/326624/3310/338339/353376/3683/3684/3687/3689/374403/387/3903/391/4069/4125/4282/4332/4790/4973/51411/51719/5199/53831/54509/54918/55276/567/56729/5724/5777/5788/5795/5873/5906/5908/5912/6036/6037/6279/6280/6283/6386/6402/64333/64386/6556/6793/684/7097/7133/719/7226/728/7305/79792/79895/79930/80301/80331/84329/84443/8514/8673/8773/8778/8804/8826/8904/9145/94103/945/9535/961/963/968",134,"Reactome"
"R-HSA-913531","MEmagenta","R-HSA-913531","Interferon Signaling","72/1137","175/9834",6.43872059597027e-24,2.61841304236124e-21,2.23886740723037e-21,"103/10346/10379/10437/11274/115361/115362/163351/2209/23225/23586/23636/24138/2537/25939/2633/2634/2635/3105/3107/3119/3120/3123/3134/3383/3394/3429/3430/3433/3434/3437/3455/3458/3459/3460/3659/3660/3661/3663/3665/3669/4261/4599/4600/4938/4939/4940/51191/5371/54739/5610/567/5696/5724/5771/5777/6672/6737/6772/6773/684/7297/7726/80128/81603/8519/8638/8651/91543/9246/9636/9830",72,"Reactome"
"R-HSA-449147...187","MEmagenta","R-HSA-449147","Signaling by Interleukins","122/1137","429/9834",1.39784751506261e-22,4.26343492094095e-20,3.64543917743959e-20,"10068/10148/10538/11213/1230/1234/1326/1435/1436/1437/1438/1439/1441/1846/2162/2185/23198/2357/23765/240/246778/2625/282618/2885/29760/301/3055/3082/3313/3383/3458/351/3553/3556/3557/3558/3559/356/3560/3561/3566/3574/3575/3581/3586/3587/3588/3592/3593/3594/3597/3600/3601/3603/3606/3627/3635/3656/3684/3687/3689/3718/388372/3932/3936/3965/4067/4282/4478/4615/4790/4791/50615/5516/5696/5698/5699/5720/5721/5724/5771/5777/5778/59067/5908/59307/6195/6197/6283/6285/6347/6348/6351/6352/6367/64127/6772/6773/6774/6775/6776/6813/6850/7124/7133/729230/7297/7409/79155/79792/829/834/84868/8517/8651/867/8807/8808/920/941/942/9466",122,"Reactome"
"R-HSA-909733","MEmagenta","R-HSA-909733","Interferon alpha/beta signaling","40/1137","64/9834",2.79787649845137e-22,6.82681865622134e-20,5.83725391571643e-20,"103/10379/11274/24138/2537/25939/2634/3105/3107/3134/3394/3429/3430/3433/3434/3437/3455/3659/3660/3661/3663/3665/3669/4599/4600/4938/4939/4940/54739/5696/5777/6772/6773/684/7297/8519/8638/8651/91543/9636",40,"Reactome"
"R-HSA-877300","MEmagenta","R-HSA-877300","Interferon gamma signaling","44/1137","79/9834",1.59864295533928e-21,3.25057400918987e-19,2.77939503287934e-19,"10346/10379/10437/115361/115362/163351/2209/2633/2634/2635/3105/3107/3119/3120/3123/3134/3383/3394/3458/3459/3460/3659/3660/3661/3663/3665/4261/4938/4939/4940/5371/567/5724/5771/5777/6672/6737/6772/7726/80128/81603/8638/8651/9830",44,"Reactome"
"R-HSA-6783783...190","MEmagenta","R-HSA-6783783","Interleukin-10 signaling","29/1137","46/9834",1.19859426410013e-16,2.08897857457451e-14,1.78617581311764e-14,"1230/1234/1435/1437/2357/3383/3553/3557/3586/3587/3588/3592/3593/3606/3627/388372/5724/6347/6348/6351/6352/6367/6774/7124/7133/729230/7297/941/942",29,"Reactome"
"R-HSA-168898...191","MEmagenta","R-HSA-168898","Toll-like Receptor Cascades","52/1137","146/9834",1.71392795857089e-14,2.6137401368206e-12,2.23487185124178e-12,"10010/10333/10695/11035/11213/1326/1508/1514/1520/1846/23643/330/351/353376/3656/3661/3665/3684/3689/4064/4615/4790/4791/51284/51311/5336/5516/5641/59307/6195/6197/6279/6280/6283/6285/64127/695/7096/7097/7099/7100/7187/7321/79155/79792/81622/81793/841/8517/8651/9450/9641",52,"Reactome"
"R-HSA-202433","MEmagenta","R-HSA-202433","Generation of second messenger molecules","20/1137","27/9834",6.24945556031915e-14,8.47148420398818e-12,7.24352100617108e-12,"27040/3119/3120/3123/3702/3932/3937/5058/51466/5336/7408/7454/7535/915/916/917/919/920/9398/9402",20,"Reactome"
"R-HSA-451927","MEmagenta","R-HSA-451927","Interleukin-2 family signaling","25/1137","43/9834",2.27122800555587e-13,2.77089816677816e-11,2.36924942474302e-11,"1437/1438/1439/2185/2885/3558/3559/3560/3561/3581/3600/3601/3635/3718/3932/3965/50615/5777/59067/6772/6774/6775/6776/6850/84868",25,"Reactome"
"R-HSA-9658195","MEmagenta","R-HSA-9658195","Leishmania infection","68/1137","238/9834",4.11789277412777e-13,4.56711744039625e-11,3.90510214273744e-11,"10006/10092/10096/10097/10109/10787/10800/113/114548/154/2209/2214/2268/23191/2696/2771/2773/2793/2838/2885/29108/3055/3071/3363/351/3553/3586/3606/3640/3709/3710/4067/4210/4644/4650/4790/4791/5027/5032/5336/53831/54331/5567/5613/57105/5729/5734/59345/63916/64174/64180/6714/6850/6868/695/719/7253/7409/7454/7456/79792/834/8936/9051/917/919/9332/9844",68,"Reactome"
"R-HSA-2029480","MEmagenta","R-HSA-2029480","Fcgamma receptor (FCGR) dependent phagocytosis","33/1137","78/9834",4.73743178925681e-12,4.81638898574442e-10,4.1182411431171e-10,"10006/10092/10096/10097/10109/10787/122618/2209/2214/2268/23191/23646/2885/3055/3071/3709/3710/4067/4644/4650/5058/5336/63916/6714/6850/695/7409/7454/7456/8936/917/919/9844",33,"Reactome"
"R-HSA-380108...196","MEmagenta","R-HSA-380108","Chemokine receptors bind chemokines","27/1137","55/9834",5.76528102755894e-12,5.41049450278608e-10,4.62622955328819e-10,"10563/10663/1230/1234/1236/1237/1524/2829/2833/2921/3627/388372/4283/58191/6347/6348/6351/6352/6361/6367/6373/6375/6387/6846/729230/7852/9034",27,"Reactome"
"R-HSA-202427","MEmagenta","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains","14/1137","16/9834",6.80318275919095e-12,5.92848783300925e-10,5.06913843184829e-10,"1445/26191/3119/3120/3123/3932/55824/5788/5795/915/916/917/919/920",14,"Reactome"
"R-HSA-389948","MEmagenta","R-HSA-389948","PD-1 signaling","14/1137","17/9834",3.44402461466389e-11,2.80114001992663e-09,2.3951076443031e-09,"1445/29126/3119/3120/3123/3932/5133/5777/80380/915/916/917/919/920",14,"Reactome"
